KEY,COLUMN_2,COLUMN_3
Combat_EncounterHunterSpirit_EnemyActions[0].SuccessLog.AlternateLogTexts[2],You shudder as its chilling touch instills a sense of deep fear...,You shudder as its chilling touch instills a sense of deep fear...
Combat_EncounterHunterSpirit_EnemyActions[0].SuccessLog.AlternateLogTexts[3],The hauntingly cold touch sends terror coursing through your veins...,The hauntingly cold touch sends terror coursing through your veins...
Combat_EncounterHunterSpirit_EnemyActions[0].SuccessLog.AlternateLogTexts[4],A cold dread fills you at the sensation of its ghostly touch...,A cold dread fills you at the sensation of its ghostly touch...
Combat_EncounterHunterSpirit_EnemyActions[0].SuccessLog.AlternateLogTexts[5],You quiver in fear as the chilling touch leaves its mark...,You quiver in fear as the chilling touch leaves its mark...
Combat_EncounterHunterSpirit_EnemyActions[0].SuccessLog.AlternateLogTexts[6],Its eerie touch sends a frigid terror through your body...,Its eerie touch sends a frigid terror through your body...
Combat_EncounterHunterSpirit_EnemyActions[0].SuccessLog.AlternateLogTexts[7],The icy grip of its touch fills you with unspeakable horror...,The icy grip of its touch fills you with unspeakable horror...
Combat_EncounterHunterSpirit_EnemyActions[0].SuccessLog.AlternateLogTexts[8],You recoil in terror as its chilling touch grips you...,You recoil in terror as its chilling touch grips you...
Combat_EncounterHunterSpirit_EnemyActions[0].SuccessLog.AlternateLogTexts[9],A shiver of horror runs down your spine at the feeling of its icy touch...,A shiver of horror runs down your spine at the feeling of its icy touch...
Combat_EncounterHunterSpirit_EnemyActions[0].FailureLog.LogText,You successfully get out of the way...,You successfully get out of the way...
Combat_EncounterHunterSpirit_EnemyActions[0].FailureLog.AlternateLogTexts[0],You nimbly dodge to the side...,You nimbly dodge to the side...
Combat_EncounterHunterSpirit_EnemyActions[0].FailureLog.AlternateLogTexts[1],You manage to evade just in time...,You manage to evade just in time...
Combat_EncounterHunterSpirit_EnemyActions[0].FailureLog.AlternateLogTexts[2],"With swift reflexes, you move out of harm's way...","With swift reflexes, you move out of harm's way..."
Combat_EncounterHunterSpirit_EnemyActions[0].FailureLog.AlternateLogTexts[3],You deftly sidestep the incoming attack...,You deftly sidestep the incoming attack...
Combat_EncounterHunterSpirit_EnemyActions[0].FailureLog.AlternateLogTexts[4],You narrowly escape the impending attack...,You narrowly escape the impending attack...
Combat_EncounterHunterSpirit_EnemyActions[0].FailureLog.AlternateLogTexts[5],You skillfully avoid the strike...,You skillfully avoid the strike...
Combat_EncounterHunterSpirit_EnemyActions[0].FailureLog.AlternateLogTexts[6],"With quick thinking, you duck out of the way...","With quick thinking, you duck out of the way..."
Combat_EncounterHunterSpirit_EnemyActions[0].FailureLog.AlternateLogTexts[7],You leap clear of the attack with a split second to spare...,You leap clear of the attack with a split second to spare...
Combat_EncounterHunterSpirit_EnemyActions[0].FailureLog.AlternateLogTexts[8],You adroitly dart away from the danger...,You adroitly dart away from the danger...
Combat_EncounterHunterSpirit_EnemyActions[0].FailureLog.AlternateLogTexts[9],"With a swift maneuver, you avoid the potential wound...","With a swift maneuver, you avoid the potential wound..."
Combat_EncounterHunterSpirit_EnemyActions[1].ActionLog.LogText,The Hunter recedes and the surrounding shadows start embracing it...,The Hunter recedes and the surrounding shadows start embracing it...
Combat_EncounterHunterSpirit_EnemyActions[2].ActionLog.LogText,The Hunter recedes and the surrounding shadows start embracing it...,The Hunter recedes and the surrounding shadows start embracing it...
Combat_EncounterHunterSpirit_EnemyGettingCloseLog.LogText,"The Hunter moves toward you, its intense gaze boring into your very soul.","The Hunter moves toward you, its intense gaze boring into your very soul."
Combat_EncounterHunterSpirit_PlayerWinEffects.ResultLog.LogText,The Hunter is no more...,The Hunter is no more...
Combat_EncounterHunterSpirit_EnemyWinEffects.ResultLog.LogText,The Hunter dissappears into the darkness... this is not over.,The Hunter dissappears into the darkness... this is not over.
Combat_EncounterHunterSpirit_TieEffects.ResultLog.LogText,The Hunter dissappears into the darkness... this is not over.,The Hunter dissappears into the darkness... this is not over.
Combat_EncounterMacaque_EncounterTitle,Macaque Encounter,Macaque Encounter
Combat_EncounterMacaque_EnemyName,The Macaque,The Macaque
Combat_EncounterMacaque_EnemyActions[0].ActionLog.LogText,It flails its arms at you and tries to go for a bite!,It flails its arms at you and tries to go for a bite!
Combat_EncounterMacaque_EnemyActions[0].ActionLog.AlternateLogTexts[0],"Swinging its arms wildly, it lunges at you with its teeth bared!","Swinging its arms wildly, it lunges at you with its teeth bared!"
Combat_EncounterMacaque_EnemyActions[0].ActionLog.AlternateLogTexts[1],"It thrashes about, arms flapping, and attempts to sink its teeth into you!","It thrashes about, arms flapping, and attempts to sink its teeth into you!"
Combat_EncounterMacaque_EnemyActions[0].ActionLog.AlternateLogTexts[2],"Arms waving in a frenzy, it makes a bold attempt to bite you!","Arms waving in a frenzy, it makes a bold attempt to bite you!"
Combat_EncounterMacaque_EnemyActions[0].ActionLog.AlternateLogTexts[3],"With arms flying erratically, it tries to land a bite on you!","With arms flying erratically, it tries to land a bite on you!"
Combat_EncounterMacaque_EnemyActions[0].ActionLog.AlternateLogTexts[4],It jerks its arms around in a flurry and aims for a bite!,It jerks its arms around in a flurry and aims for a bite!
Combat_EncounterMacaque_EnemyActions[0].ActionLog.AlternateLogTexts[5],"It lashes out with its arms, trying to snag you with a quick bite!","It lashes out with its arms, trying to snag you with a quick bite!"
Combat_EncounterMacaque_EnemyActions[0].ActionLog.AlternateLogTexts[6],"Flapping its arms with intent, it lunges forward to nip at you!","Flapping its arms with intent, it lunges forward to nip at you!"
Combat_EncounterMacaque_EnemyActions[0].ActionLog.AlternateLogTexts[7],The macaque brandishes its arms and snaps its jaws in your direction!,The macaque brandishes its arms and snaps its jaws in your direction!
Combat_EncounterMacaque_EnemyActions[0].ActionLog.AlternateLogTexts[8],"It thrashes its arms and lunges forward, teeth first!","It thrashes its arms and lunges forward, teeth first!"
Combat_EncounterMacaque_EnemyActions[0].ActionLog.AlternateLogTexts[9],It whirls its arms and takes a snap at you with bared teeth!,It whirls its arms and takes a snap at you with bared teeth!
Combat_EncounterMacaque_EnemyActions[0].SuccessLog.LogText,You feel a sharp pain...,You feel a sharp pain...
Combat_EncounterMacaque_EnemyActions[0].SuccessLog.AlternateLogTexts[0],A sudden sting of pain hits you...,A sudden sting of pain hits you...
Combat_EncounterMacaque_EnemyActions[0].SuccessLog.AlternateLogTexts[1],A jolt of sharp discomfort surges through you...,A jolt of sharp discomfort surges through you...
Combat_EncounterMacaque_EnemyActions[0].SuccessLog.AlternateLogTexts[2],You wince at a sudden burst of pain...,You wince at a sudden burst of pain...
Combat_EncounterMacaque_EnemyActions[0].SuccessLog.AlternateLogTexts[3],You grit your teeth against a flash of pain...,You grit your teeth against a flash of pain...
Combat_EncounterMacaque_EnemyActions[0].SuccessLog.AlternateLogTexts[4],An unexpected pang of agony jolts you...,An unexpected pang of agony jolts you...
Combat_EncounterMacaque_EnemyActions[0].SuccessLog.AlternateLogTexts[5],A searing pain abruptly shoots through you...,A searing pain abruptly shoots through you...
Combat_EncounterMacaque_EnemyActions[0].SuccessLog.AlternateLogTexts[6],You are momentarily staggered by a sharp stab of pain...,You are momentarily staggered by a sharp stab of pain...
Combat_EncounterMacaque_EnemyActions[0].SuccessLog.AlternateLogTexts[7],A piercing discomfort takes hold...,A piercing discomfort takes hold...
Combat_EncounterMacaque_EnemyActions[0].SuccessLog.AlternateLogTexts[8],You cringe as a harsh pain flares up...,You cringe as a harsh pain flares up...
Combat_EncounterMacaque_EnemyActions[0].SuccessLog.AlternateLogTexts[9],An intense twinge of pain momentarily takes your breath away...,An intense twinge of pain momentarily takes your breath away...
Combat_EncounterMacaque_EnemyActions[0].FailureLog.LogText,You successfully get out of the way...,You successfully get out of the way...
Combat_EncounterMacaque_EnemyActions[0].FailureLog.AlternateLogTexts[0],You nimbly dodge to the side...,You nimbly dodge to the side...
Combat_EncounterMacaque_EnemyActions[0].FailureLog.AlternateLogTexts[1],You manage to evade just in time...,You manage to evade just in time...
Combat_EncounterMacaque_EnemyActions[0].FailureLog.AlternateLogTexts[2],"With swift reflexes, you move out of harm's way...","With swift reflexes, you move out of harm's way..."
Combat_EncounterMacaque_EnemyActions[0].FailureLog.AlternateLogTexts[3],You deftly sidestep the incoming attack...,You deftly sidestep the incoming attack...
Combat_EncounterMacaque_EnemyActions[0].FailureLog.AlternateLogTexts[4],You narrowly escape the impending bite...,You narrowly escape the impending bite...
Combat_EncounterMacaque_EnemyActions[0].FailureLog.AlternateLogTexts[5],You skillfully avoid the strike...,You skillfully avoid the strike...
Combat_EncounterMacaque_EnemyActions[0].FailureLog.AlternateLogTexts[6],"With quick thinking, you duck out of the way...","With quick thinking, you duck out of the way..."
Combat_EncounterMacaque_EnemyActions[0].FailureLog.AlternateLogTexts[7],You leap clear of the attack with a split second to spare...,You leap clear of the attack with a split second to spare...
Combat_EncounterMacaque_EnemyActions[0].FailureLog.AlternateLogTexts[8],You adroitly dart away from the danger...,You adroitly dart away from the danger...
Combat_EncounterMacaque_EnemyActions[0].FailureLog.AlternateLogTexts[9],"With a swift maneuver, you avoid the potential wound...","With a swift maneuver, you avoid the potential wound..."
Combat_EncounterMacaque_EnemyActions[0].PlayerWounds.UnharmedResults[0].WoundLog.LogText,"Fortunately, the attack wasn't enough to hurt you.","Fortunately, the attack wasn't enough to hurt you."
Combat_EncounterMacaque_EnemyActions[0].PlayerWounds.MinorWounds[0].WoundLog.LogText,That Macaque hit is likely to leave a nasty bruise...,That Macaque hit is likely to leave a nasty bruise...
Combat_EncounterMacaque_EnemyActions[0].PlayerWounds.MinorWounds[1].WoundLog.LogText,The Macaque bit you!,The Macaque bit you!
Combat_EncounterMacaque_EnemyActions[0].PlayerWounds.MinorWounds[2].WoundLog.LogText,You got a abrasion while trying to defend yourself.,You got a abrasion while trying to defend yourself.
Combat_EncounterMacaque_EnemyActions[0].PlayerWounds.MediumWounds[0].WoundLog.LogText,The Macaque bit you!,The Macaque bit you!
Combat_EncounterMacaque_EnemyActions[0].PlayerWounds.MediumWounds[1].WoundLog.LogText,You've been seriously roughed up. This is gonna sting later.,You've been seriously roughed up. This is gonna sting later.
Combat_EncounterMacaque_EnemyActions[0].PlayerWounds.SeriousWounds[0].WoundLog.LogText,The Macaque bit you a few times. What a horrible creature.,The Macaque bit you a few times. What a horrible creature.
Combat_EncounterMacaque_EnemyActions[1].ActionLog.LogText,It turns around and tries to escape...,It turns around and tries to escape...
Combat_EncounterMacaque_EnemyActions[2].ActionLog.LogText,It turns around and tries to escape...,It turns around and tries to escape...
Combat_EncounterMacaque_EnemyGettingCloseLog.LogText,The Macaque charges at you!,The Macaque charges at you!
Combat_EncounterMacaque_PlayerWinEffects.ResultLog.LogText,The Macaque collapses on the floor.,The Macaque collapses on the floor.
Combat_EncounterMacaque_EnemyWinEffects.ResultLog.LogText,Macaque runs away,Macaque runs away
Combat_EncounterMacaque_TieEffects.ResultLog.LogText,The Macaque disappears into the foliage....,The Macaque disappears into the foliage....
Combat_EncounterMonitorLizard_EncounterTitle,Monitor Lizard Encounter,Monitor Lizard Encounter
Combat_EncounterMonitorLizard_EnemyName,The Monitor Lizard,The Monitor Lizard
Combat_EncounterMonitorLizard_EnemyActions[0].ActionLog.LogText,It tenses its body and lunges at you with its open maws!,It tenses its body and lunges at you with its open maws!
Combat_EncounterMonitorLizard_EnemyActions[0].ActionLog.AlternateLogTexts[0],"It coils its body, then leaps towards you with jaws wide open...","It coils its body, then leaps towards you with jaws wide open..."
Combat_EncounterMonitorLizard_EnemyActions[0].ActionLog.AlternateLogTexts[1],"Its body tightens before it springs at you, mouth agape...","Its body tightens before it springs at you, mouth agape..."
Combat_EncounterMonitorLizard_EnemyActions[0].ActionLog.AlternateLogTexts[2],"It readies itself, then makes a swift dart at you with its jaws unhinged...","It readies itself, then makes a swift dart at you with its jaws unhinged..."
Combat_EncounterMonitorLizard_EnemyActions[0].ActionLog.AlternateLogTexts[3],"It gathers itself, then propels towards you with gaping maws...","It gathers itself, then propels towards you with gaping maws..."
Combat_EncounterMonitorLizard_EnemyActions[0].ActionLog.AlternateLogTexts[4],"The lizard stiffens, launching itself at you with jaws wide open...","The lizard stiffens, launching itself at you with jaws wide open..."
Combat_EncounterMonitorLizard_EnemyActions[0].ActionLog.AlternateLogTexts[5],"It braces itself, then bounds at you, mouth opened wide...","It braces itself, then bounds at you, mouth opened wide..."
Combat_EncounterMonitorLizard_EnemyActions[0].ActionLog.AlternateLogTexts[6],The lizard's body becomes rigid before it throws itself at you with open jaws...,The lizard's body becomes rigid before it throws itself at you with open jaws...
Combat_EncounterMonitorLizard_EnemyActions[0].ActionLog.AlternateLogTexts[7],"It consolidates its strength and pounces, maws gaping...","It consolidates its strength and pounces, maws gaping..."
Combat_EncounterMonitorLizard_EnemyActions[0].ActionLog.AlternateLogTexts[8],"The lizard hardens its posture, then thrusts itself towards you, jaws ready to snap...","The lizard hardens its posture, then thrusts itself towards you, jaws ready to snap..."
Combat_EncounterMonitorLizard_EnemyActions[0].ActionLog.AlternateLogTexts[9],"It draws upon its power, and then lunges with its fearsome maw agape...","It draws upon its power, and then lunges with its fearsome maw agape..."
Combat_EncounterMonitorLizard_EnemyActions[0].SuccessLog.LogText,You feel a sharp pain...,You feel a sharp pain...
Combat_EncounterMonitorLizard_EnemyActions[0].SuccessLog.AlternateLogTexts[0],A sudden sting of pain hits you...,A sudden sting of pain hits you...
Combat_EncounterMonitorLizard_EnemyActions[0].SuccessLog.AlternateLogTexts[1],A jolt of sharp discomfort surges through you...,A jolt of sharp discomfort surges through you...
Combat_EncounterMonitorLizard_EnemyActions[0].SuccessLog.AlternateLogTexts[2],You wince at a sudden burst of pain...,You wince at a sudden burst of pain...
Combat_EncounterMonitorLizard_EnemyActions[0].SuccessLog.AlternateLogTexts[3],An unexpected pang of agony jolts you...,An unexpected pang of agony jolts you...
Combat_EncounterMonitorLizard_EnemyActions[0].SuccessLog.AlternateLogTexts[4],You grit your teeth against a flash of pain...,You grit your teeth against a flash of pain...
Combat_EncounterMonitorLizard_EnemyActions[0].SuccessLog.AlternateLogTexts[5],A searing pain abruptly shoots through you...,A searing pain abruptly shoots through you...
Combat_EncounterMonitorLizard_EnemyActions[0].SuccessLog.AlternateLogTexts[6],You are momentarily staggered by a sharp stab of pain...,You are momentarily staggered by a sharp stab of pain...
Combat_EncounterMonitorLizard_EnemyActions[0].SuccessLog.AlternateLogTexts[7],A piercing discomfort takes hold...,A piercing discomfort takes hold...
Combat_EncounterMonitorLizard_EnemyActions[0].SuccessLog.AlternateLogTexts[8],You cringe as a harsh pain flares up...,You cringe as a harsh pain flares up...
Combat_EncounterMonitorLizard_EnemyActions[0].SuccessLog.AlternateLogTexts[9],An intense twinge of pain momentarily takes your breath away...,An intense twinge of pain momentarily takes your breath away...
Combat_EncounterMonitorLizard_EnemyActions[0].FailureLog.LogText,You successfully get out of the way...,You successfully get out of the way...
Combat_EncounterMonitorLizard_EnemyActions[0].FailureLog.AlternateLogTexts[0],You nimbly dodge to the side...,You nimbly dodge to the side...
Combat_EncounterMonitorLizard_EnemyActions[0].FailureLog.AlternateLogTexts[1],You manage to evade just in time...,You manage to evade just in time...
Combat_EncounterMonitorLizard_EnemyActions[0].FailureLog.AlternateLogTexts[2],"With swift reflexes, you move out of harm's way...","With swift reflexes, you move out of harm's way..."
Combat_EncounterMonitorLizard_EnemyActions[0].FailureLog.AlternateLogTexts[3],You deftly sidestep the incoming attack...,You deftly sidestep the incoming attack...
Combat_EncounterMonitorLizard_EnemyActions[0].FailureLog.AlternateLogTexts[4],You narrowly escape the impending bite...,You narrowly escape the impending bite...
Combat_EncounterMonitorLizard_EnemyActions[0].FailureLog.AlternateLogTexts[5],You skillfully avoid the strike...,You skillfully avoid the strike...
Combat_EncounterMonitorLizard_EnemyActions[0].FailureLog.AlternateLogTexts[6],"With quick thinking, you duck out of the way...","With quick thinking, you duck out of the way..."
Combat_EncounterMonitorLizard_EnemyActions[0].FailureLog.AlternateLogTexts[7],You leap clear of the attack with a split second to spare...,You leap clear of the attack with a split second to spare...
Combat_EncounterMonitorLizard_EnemyActions[0].FailureLog.AlternateLogTexts[8],You adroitly dart away from the danger...,You adroitly dart away from the danger...
Combat_EncounterMonitorLizard_EnemyActions[0].FailureLog.AlternateLogTexts[9],"With a swift maneuver, you avoid the potential wound...","With a swift maneuver, you avoid the potential wound..."
Combat_EncounterMonitorLizard_EnemyActions[0].PlayerWounds.UnharmedResults[0].WoundLog.LogText,"Fortunately, the attack wasn't enough to hurt you.","Fortunately, the attack wasn't enough to hurt you."
Combat_EncounterMonitorLizard_EnemyActions[0].PlayerWounds.MinorWounds[0].WoundLog.LogText,"Your skin was pierced, causing a minor laceration.","Your skin was pierced, causing a minor laceration."
Combat_EncounterMonitorLizard_EnemyActions[0].PlayerWounds.MinorWounds[1].WoundLog.LogText,"You got a scratch, it hurts.","You got a scratch, it hurts."
Combat_EncounterMonitorLizard_EnemyActions[0].PlayerWounds.MediumWounds[0].WoundLog.LogText,"You hurt your arm, spraining your wrist.","You hurt your arm, spraining your wrist."
Combat_EncounterMonitorLizard_EnemyActions[0].PlayerWounds.MediumWounds[1].WoundLog.LogText,"You hurt your arm, spraining your wrist.","You hurt your arm, spraining your wrist."
Combat_EncounterMonitorLizard_EnemyActions[0].PlayerWounds.MediumWounds[2].WoundLog.LogText,"You hurt your leg, spraining your ankle.","You hurt your leg, spraining your ankle."
Combat_EncounterMonitorLizard_EnemyActions[0].PlayerWounds.MediumWounds[3].WoundLog.LogText,"You hurt your leg, spraining your ankle.","You hurt your leg, spraining your ankle."
Combat_EncounterMonitorLizard_EnemyActions[0].PlayerWounds.MediumWounds[4].WoundLog.LogText,"You got an ugly bite, it doesn't look good.","You got an ugly bite, it doesn't look good."
Combat_EncounterMonitorLizard_EnemyActions[0].PlayerWounds.MediumWounds[5].WoundLog.LogText,You notice multiple deep scratches on your skin.,You notice multiple deep scratches on your skin.
Combat_EncounterMonitorLizard_EnemyActions[0].PlayerWounds.SeriousWounds[0].WoundLog.LogText,You got an ugly bite and  some deep scratches. It really hurts.,You got an ugly bite and  some deep scratches. It really hurts.
Combat_EncounterMonitorLizard_EnemyActions[0].PlayerWounds.SeriousWounds[1].WoundLog.LogText,"You got bit a couple times, you can see two large open wounds. This won't end well.","You got bit a couple times, you can see two large open wounds. This won't end well."
Combat_EncounterMonitorLizard_EnemyActions[1].ActionLog.LogText,It turns around and tries to escape...,It turns around and tries to escape...
Combat_EncounterMonitorLizard_EnemyActions[2].ActionLog.LogText,It turns around and tries to escape...,It turns around and tries to escape...
Combat_EncounterMonitorLizard_EnemyGettingCloseLog.LogText,The Lizard charges at you!,The Lizard charges at you!
Combat_EncounterMonitorLizard_PlayerWinEffects.ResultLog.LogText,The Monitor Lizard collapses to the ground.,The Monitor Lizard collapses to the ground.
Combat_EncounterMonitorLizard_EnemyWinEffects.ResultLog.LogText,The Monitor Lizard disappears into the foliage...,The Monitor Lizard disappears into the foliage...
Combat_EncounterMonitorLizard_TieEffects.ResultLog.LogText,The Monitor Lizard disappears into the foliage...,The Monitor Lizard disappears into the foliage...
Combat_EncounterPartridge_EncounterTitle,Partridge Encounter,Partridge Encounter
Combat_EncounterPartridge_EnemyName,The Partridge,The Partridge
Combat_EncounterPartridge_EnemyActions[0].ActionLog.LogText,The Partridge notices you...,The Partridge notices you...
Combat_EncounterPartridge_EnemyActions[1].ActionLog.LogText,It flaps its wings in panic and tries to run away...,It flaps its wings in panic and tries to run away...
Combat_EncounterPartridge_EnemyActions[2].ActionLog.LogText,It flaps its wings in panic and tries to run away...,It flaps its wings in panic and tries to run away...
Combat_EncounterPartridge_OverrideEscapeActionName,Retreat,Retreat
Combat_EncounterPartridge_OverrideEscapeActionLog.LogText,you continue on your way.,you continue on your way.
Combat_EncounterPartridge_PlayerWinEffects.ResultLog.LogText,The Partridge lies dead on the ground.,The Partridge lies dead on the ground.
Combat_EncounterPartridge_EnemyWinEffects.ResultLog.LogText,The Partridge dissapears into the foliage...,The Partridge dissapears into the foliage...
Combat_EncounterPartridge_TieEffects.ResultLog.LogText,The Partridge dissapears into the foliage...,The Partridge dissapears into the foliage...
Combat_EncounterSeagull_EncounterTitle,Seagull Encounter,Seagull Encounter
Combat_EncounterSeagull_EnemyName,Seagull,Seagull
Combat_EncounterSeagull_EnemyActions[0].ActionLog.LogText,The Seagull notices you...,The Seagull notices you...
Combat_EncounterSeagull_EnemyActions[1].ActionLog.LogText,It starts flapping its wings and tries to escape...,It starts flapping its wings and tries to escape...
Combat_EncounterSeagull_EnemyActions[2].ActionLog.LogText,It starts flapping its wings and tries to escape...,It starts flapping its wings and tries to escape...
Combat_EncounterSeagull_OverrideEscapeActionName,Retreat,Retreat
Combat_EncounterSeagull_OverrideEscapeActionLog.LogText,you continue on your way.,you continue on your way.
Combat_EncounterSeagull_PlayerWinEffects.ResultLog.LogText,The seagull is dead.,The seagull is dead.
Combat_EncounterSeagull_EnemyWinEffects.ResultLog.LogText,The Seagull flies out of your reach...,The Seagull flies out of your reach...
Combat_EncounterSeagull_TieEffects.ResultLog.LogText,The Seagull flies out of your reach...,The Seagull flies out of your reach...
Combat_EncounterSeaHound_EncounterTitle,Seahound Encounter,Seahound Encounter
Combat_EncounterSeaHound_EnemyName,The Seahound,The Seahound
Combat_EncounterSeaHound_EnemyActions[0].ActionLog.LogText,The Seahound whips its tentacles at you...,The Seahound whips its tentacles at you...
Combat_EncounterSeaHound_EnemyActions[0].SuccessLog.LogText,You feel a sharp pain...,You feel a sharp pain...
Combat_EncounterSeaHound_EnemyActions[0].SuccessLog.AlternateLogTexts[0],A sudden sting of pain hits you...,A sudden sting of pain hits you...
Combat_EncounterSeaHound_EnemyActions[0].SuccessLog.AlternateLogTexts[1],A jolt of sharp discomfort surges through you...,A jolt of sharp discomfort surges through you...
Combat_EncounterSeaHound_EnemyActions[0].SuccessLog.AlternateLogTexts[2],You wince at a sudden burst of pain...,You wince at a sudden burst of pain...
Combat_EncounterSeaHound_EnemyActions[0].SuccessLog.AlternateLogTexts[3],An unexpected pang of agony jolts you...,An unexpected pang of agony jolts you...
Combat_EncounterSeaHound_EnemyActions[0].SuccessLog.AlternateLogTexts[4],You grit your teeth against a flash of pain...,You grit your teeth against a flash of pain...
Combat_EncounterSeaHound_EnemyActions[0].SuccessLog.AlternateLogTexts[5],A searing pain abruptly shoots through you...,A searing pain abruptly shoots through you...
Combat_EncounterSeaHound_EnemyActions[0].SuccessLog.AlternateLogTexts[6],You are momentarily staggered by a sharp stab of pain...,You are momentarily staggered by a sharp stab of pain...
Combat_EncounterSeaHound_EnemyActions[0].SuccessLog.AlternateLogTexts[7],A piercing discomfort takes hold...,A piercing discomfort takes hold...
Combat_EncounterSeaHound_EnemyActions[0].SuccessLog.AlternateLogTexts[8],You cringe as a harsh pain flares up...,You cringe as a harsh pain flares up...
Combat_EncounterSeaHound_EnemyActions[0].SuccessLog.AlternateLogTexts[9],An intense twinge of pain momentarily takes your breath away...,An intense twinge of pain momentarily takes your breath away...
Combat_EncounterSeaHound_EnemyActions[0].FailureLog.LogText,You successfully get out of the way...,You successfully get out of the way...
Combat_EncounterSeaHound_EnemyActions[0].FailureLog.AlternateLogTexts[0],You nimbly dodge to the side...,You nimbly dodge to the side...
Combat_EncounterSeaHound_EnemyActions[0].FailureLog.AlternateLogTexts[1],You manage to evade just in time...,You manage to evade just in time...
Combat_EncounterSeaHound_EnemyActions[0].FailureLog.AlternateLogTexts[2],"With swift reflexes, you move out of harm's way...","With swift reflexes, you move out of harm's way..."
Combat_EncounterSeaHound_EnemyActions[0].FailureLog.AlternateLogTexts[3],You deftly sidestep the incoming attack...,You deftly sidestep the incoming attack...
Combat_EncounterSeaHound_EnemyActions[0].FailureLog.AlternateLogTexts[4],You narrowly escape the attack...,You narrowly escape the attack...
Combat_EncounterSeaHound_EnemyActions[0].FailureLog.AlternateLogTexts[5],You skillfully avoid the strike...,You skillfully avoid the strike...
Combat_EncounterSeaHound_EnemyActions[0].FailureLog.AlternateLogTexts[6],"With quick thinking, you duck out of the way...","With quick thinking, you duck out of the way..."
Combat_EncounterSeaHound_EnemyActions[0].FailureLog.AlternateLogTexts[7],You leap clear of the attack with a split second to spare...,You leap clear of the attack with a split second to spare...
Combat_EncounterSeaHound_EnemyActions[0].FailureLog.AlternateLogTexts[8],You adroitly dart away from the danger...,You adroitly dart away from the danger...
Combat_EncounterSeaHound_EnemyActions[0].FailureLog.AlternateLogTexts[9],"With a swift maneuver, you avoid the potential wound...","With a swift maneuver, you avoid the potential wound..."
Combat_EncounterSeaHound_EnemyActions[0].PlayerWounds.UnharmedResults[0].WoundLog.LogText,"Fortunately, the attack wasn't enough to hurt you.","Fortunately, the attack wasn't enough to hurt you."
Combat_EncounterSeaHound_EnemyActions[0].PlayerWounds.MinorWounds[1].WoundLog.LogText,The hit will probably leave you with an ugly bruise.,The hit will probably leave you with an ugly bruise.
Combat_EncounterSeaHound_EnemyActions[0].PlayerWounds.MediumWounds[4].WoundLog.LogText,Your skin was pierced with the marks of multiple stings.,Your skin was pierced with the marks of multiple stings.
Combat_EncounterSeaHound_EnemyActions[0].PlayerWounds.SeriousWounds[0].WoundLog.LogText,Your skin was pierced with the marks of multiple stings.,Your skin was pierced with the marks of multiple stings.
Combat_EncounterSeaHound_EnemyActions[0].PlayerWounds.SeriousWounds[1].WoundLog.LogText,The creature managed to bite you and lef the mark of stings on your skin.,The creature managed to bite you and lef the mark of stings on your skin.
Combat_EncounterSeaHound_EnemyActions[1].ActionLog.LogText,It turns around and tries to escape...,It turns around and tries to escape...
Combat_EncounterSeaHound_EnemyActions[2].ActionLog.LogText,It turns around and tries to escape...,It turns around and tries to escape...
Combat_EncounterSeaHound_EnemyGettingCloseLog.LogText,The Seahound slithers towards you!,The Seahound slithers towards you!
Combat_EncounterSeaHound_PlayerWinEffects.ResultLog.LogText,"With a sudden cessation of motion, the Seahound recoils into itself, folding into a motionless, spherical husk.","With a sudden cessation of motion, the Seahound recoils into itself, folding into a motionless, spherical husk."
Combat_EncounterSeaHound_EnemyWinEffects.ResultLog.LogText,The Seahound switfly crawls its way back into the ocean.,The Seahound switfly crawls its way back into the ocean.
Combat_EncounterSeaHound_TieEffects.ResultLog.LogText,The Seahound switfly crawls its way back into the ocean.,The Seahound switfly crawls its way back into the ocean.
Combat_EncounterShark_EncounterTitle,Shark Encounter,Shark Encounter
Combat_EncounterShark_EnemyName,The Shark,The Shark
Combat_EncounterShark_EnemyActions[0].ActionLog.LogText,"It opens its mouth wide, lunging at you with frightening speed!","It opens its mouth wide, lunging at you with frightening speed!"
Combat_EncounterShark_EnemyActions[0].SuccessLog.LogText,"There's a sudden, intense tug...","There's a sudden, intense tug..."
Combat_EncounterShark_EnemyActions[0].FailureLog.LogText,You successfully swim out of the way...,You successfully swim out of the way...
Combat_EncounterShark_EnemyActions[0].PlayerWounds.UnharmedResults[0].WoundLog.LogText,"Fortunately, the attack wasn't enough to hurt you.","Fortunately, the attack wasn't enough to hurt you."
Combat_EncounterShark_EnemyActions[0].PlayerWounds.MinorWounds[0].WoundLog.LogText,"You got a minor woun, you can see some blood coming out of it.","You got a minor woun, you can see some blood coming out of it."
Combat_EncounterShark_EnemyActions[0].PlayerWounds.MediumWounds[0].WoundLog.LogText,The shark got a good bite on you. This is going to hurt.,The shark got a good bite on you. This is going to hurt.
Combat_EncounterShark_EnemyActions[0].PlayerWounds.MediumWounds[1].WoundLog.LogText,"The shark's teeth sank into your flesh, tearing away a patch of skin.","The shark's teeth sank into your flesh, tearing away a patch of skin."
